Fund,N,AnnReturn,CAGR,Flag,ETL_1,ETL_5,mu,omega,alpha1,gamma1,beta1,skew,shape
FSZSX,482,0.126017946716129,0.123163792935006,0,-0.279676690071957,-0.191800719684949,0.000366777321307347,-0.657280366826394,-0.163489226843732,0.0715575763076484,0.932377725185596,-0.215961957479784,2.77183724845146
FTABX,6049,0.0401865445604387,0.0402285696443419,0,-0.169476256844467,-0.109695677877214,0.000292086844168402,-0.516510180030296,-0.087465126111062,0.339445537651923,0.958811913149023,0.253649003230234,0.444114568966875
FTANX,4415,0.0424841408520577,0.0412029582113587,0,-0.298278113903332,-0.1888722273988,0.000181752008827172,-0.139208330403998,-0.0871494986073876,0.141470373443633,0.987890215774184,-0.268431240989948,3.24071338029026
FTBFX,5670,0.0423632868123938,0.0422649820959471,0,-0.113168313460336,-0.0701015237032328,0.000179604552310451,-0.0761077211137167,-0.0330718404184877,0.0792432374732565,0.993709919449221,0.0224302936591151,1.86487947312467
FTFMX,10282,0.0527766578236916,0.0532430380460822,0,-1,-1,-0.00589209238715391,-1.63191115767228,0.325160499728782,1.6144514018178,0.858716564485251,-0.0302511071421971,3.13147239521828
FTGPX,482,0.125315161609284,0.122371968875677,0,-0.291862225398762,-0.20167056499707,0.000339913885464868,-0.629067347548992,-0.160267741716158,0.0709009011912297,0.935176518465324,-0.219276931699916,2.54075111918893
FTHRX,11425,0.0608975896227417,0.0618413053394604,0,-0.0888475923735372,-0.0600949917755436,2.10807407978438e-05,-0.00880054197200923,-0.0299830849131519,0.0289299934486773,0.999,0.0756386098921396,0.25
FTIEX,4399,0.0377812847144477,0.0167735785786001,0,-0.593749153132199,-0.420777742784383,0.000154978046362551,-0.16952538419977,-0.108323301710812,0.159205880781959,0.981717064279857,-0.245147149740831,2.2416256243874
FTIHX,2230,0.0716616348554599,0.059874220970551,0,-0.417236896342872,-0.287067612657506,0.000250482953180656,-0.243391276622511,-0.0984732835000793,0.15829211446195,0.974725453437557,-0.254429767357148,2.27142486550999
FTQGX,7160,0.089004806906885,0.0685616203484352,0,-0.431551056871239,-0.309002066921271,0.000312565645606275,-0.351747683132519,-0.148077714162861,0.171312542190222,0.960625533949265,-0.314210416805307,3.45995114185907
FTRNX,11425,0.106080718926759,0.0902670646788208,0,-0.483004620184896,-0.338329222074978,0.000449557632761325,-0.215484876420972,-0.0925495090658319,0.176616424586744,0.976546286813563,-0.227330943037134,2.27340686179373
FUAMX,1896,0.0120096422237616,0.010257449037935,0,-0.168578041386367,-0.124994160873985,5.56358618308153e-05,-0.139894170432958,0.00447301313397941,0.170325528502278,0.987697700141164,-0.000575746950241577,3.02354035228755
FULVX,1377,0.0651045028929408,0.0511659413646273,0,-0.375861295704261,-0.261920768416102,0.000125680268098377,-0.291768674665253,-0.159918863885815,0.148971950718016,0.969721843692294,-0.363150204742289,2.56921546439021
FUMBX,1902,0.0173248785549038,0.0171517700159012,0,-0.123070409359832,-0.0854312267699384,4.59140132365552e-05,-0.111848391563241,0.0117860228278129,0.171045806294037,0.991121797315951,0.121316198974051,0.85033166716681
FVDFX,5631,0.08676494606204,0.0694400198887233,0,-0.506329346780564,-0.339057391182023,0.000256504144135518,-0.153947785071408,-0.127252873730582,0.15720814729704,0.98356145033971,-0.262935823159493,2.6169623601972
FWOMX,1503,0.0897066243868838,0.0682777432290316,0,-0.443769978343127,-0.317886535105879,0.000232472825848371,-0.298571945097623,-0.141873692663932,0.195656664238259,0.967113176809867,-0.402279346559631,3.75220271570859
FWRLX,6187,0.0532719287987239,0.0255464822404976,0,-0.552109167020109,-0.385920388471895,0.000380687507083755,-0.126176957780692,-0.096341002247926,0.146831202391885,0.985995970579068,-0.209910739325526,3.0865078373723
FWWFX,8794,0.0827629361290328,0.0703512241898683,0,-0.458694349374355,-0.312696448998495,0.000348621958344279,-0.190320560062237,-0.0931779844064328,0.185082637339676,0.979975366582683,-0.239075198699725,2.2473162431236
FXAIX,3518,0.120174299426533,0.110132260568357,0,-0.311139022517996,-0.198023827194147,0.00030968263457038,-0.363115068341509,-0.190905477625852,0.188661574600336,0.961616508589781,-0.299107002403857,2.25766810761874
FXIFX,3916,0.0752425496398606,0.0709363331446116,0,-0.242993913043689,-0.160092600891995,0.000238794989757342,-0.304530496190002,-0.145337096949947,0.153593430945503,0.970192588618735,-0.255992366143574,2.19166445114282
FXNAX,3518,0.0205125894360245,0.0196570527584012,0,-0.149915923547119,-0.101675555799144,0.000102149644492527,-0.104092558505631,-0.00906132730803536,0.131048150600538,0.991283582326885,-0.0640271033965581,4.51799946623819
FYMRX,806,0.0266126029070446,0.0179378772175565,0,-0.285919551556539,-0.211402892471017,0.000150452178461365,-0.20498931550482,-0.108337207641922,0.0573330317179195,0.979125916774699,-0.0963327376895969,4.28927192743551
FZILX,1693,0.0562228087015585,0.041110436315239,0,-0.484918878456985,-0.347740238001592,9.63327818981006e-05,-0.19677116806589,-0.116476881056538,0.126825493087624,0.978983802716904,-0.28834453432463,2.99468341577977
FZIPX,1654,0.0581305384282545,0.0273156118665756,0,-0.588798620009455,-0.442149216827362,9.89026242602445e-05,-0.252314542035498,-0.117463069669771,0.182162088365429,0.971062975435922,-0.211482480788759,3.81521831870127
FZROX,1693,0.110041591033816,0.0917711080897097,0,-0.387790885943797,-0.266267697254773,0.000352668247552357,-0.327097266409544,-0.172133659317404,0.185806232612879,0.964269790455366,-0.371237708230899,2.74464249539665
SMDMX,8061,0.0383684257292219,0.0384264059784194,0,-0.21050650659949,-0.139749534360075,0.000216400908031443,-0.236991891104197,-0.0488704962806126,0.231507304506434,0.981122232041596,0.160222695685933,0.463012039164962
SPHIX,8730,0.0692491689593503,0.0700670440263795,0,-0.275356894529078,-0.165548958651642,0.000355488500891376,-0.23249365749938,-0.0667814914789478,0.163710539391153,0.98030505722978,0.132520543291242,0.372414827349169
